"","lon","lat"
"210",-72.5789919,40.8426091
"211",-84.3640829,33.7589188
"212",78.6568942,11.1271225
"213",14.3151926,40.8893208
"214",NA,NA
"215",-0.1277583,51.5073509
"216",NA,NA
"217",3.7174243,51.0543422
"218",-83.985,42.43472
"219",3.7174243,51.0543422
"220",-98.3252932,26.2159066
"221",-112.0740373,33.4483771
"222",122.9563021,10.6840053
"223",-95.2041135,32.5884735
"224",-71.1631137,42.7070354
"225",NA,NA
"226",-73.9869392,40.7187334
"227",NA,NA
"228",-95.3698028,29.7604267
"229",NA,NA
"230",-99.9018131,31.9685988
"231",-83.0457538,42.331427
"232",-0.1277583,51.5073509
"233",28.846936,-28.4802228
"234",28.0567007,-26.1075663
"235",37.6172999,55.755826
"236",-95.8927595,36.1379319
"237",NA,NA
"238",51.183884,25.354826
"239",NA,NA
"240",NA,NA
"241",80.2707184,13.0826802
"242",-79.9958864,40.4406248
"243",-0.1277583,51.5073509
"244",NA,NA
"245",NA,NA
"246",80.771797,7.873054
"247",NA,NA
"248",101.975766,4.210484
"249",NA,NA
"250",-96.3404298,36.6631035
"251",NA,NA
"252",NA,NA
"253",78.96288,20.593684
"254",132.4552927,34.3852029
"255",-110.2772856,31.5455001
"256",-83.985,42.43472
"257",-118.2362368,33.9793223
"258",100.992541,15.870032
"259",NA,NA
"260",-122.3320708,47.6062095
"261",-73.9869392,40.7187334
"262",-77.0090505,38.8899389
"263",-111.56978,35.230296
"264",80.2900293,13.1272176
"265",79.5540125,10.4410428
"266",NA,NA
"267",NA,NA
"268",-84.3879824,33.7489954
"269",-122.4409335,37.8000262
"270",NA,NA
"271",NA,NA
"272",-118.2436849,34.0522342
"273",-118.2436849,34.0522342
"274",-118.2436849,34.0522342
"275",-95.3698028,29.7604267
"276",NA,NA
"277",-117.0841955,32.6400541
"278",133.775136,-25.274398
"279",NA,NA
"280",-118.2436849,34.0522342
"281",-80.1917902,25.7616798
"282",NA,NA
"283",NA,NA
"284",NA,NA
"285",-118.2436849,34.0522342
"286",-74.0059728,40.7127753
"287",76.9558321,11.0168445
"288",-86.5804473,35.5174913
"289",-86.5804473,35.5174913
"290",-118.577535,34.2698314
"291",NA,NA
"292",-93.3152072,42.0177653
"293",0.1050557,38.8387992
"294",-96.643233,40.812978
"295",NA,NA
"296",-122.4194155,37.7749295
"297",78.1361409,12.1065271
"298",-118.4024898,34.0725093
"299",-3.435973,55.378051
"300",-95.9759018,36.1130562
"301",-3.073754,53.3727181
"302",-112.0740373,33.4483771
"303",78.96288,20.593684
"304",NA,NA
"305",-87.192136,14.0722751
"306",-74.0059728,40.7127753
"307",NA,NA
"308",NA,NA
"309",80.1480551,13.1143167
"310",-95.9668401,36.1388826
"311",-118.2436849,34.0522342
"312",-79.9958864,40.4406248
"313",NA,NA
"314",NA,NA
"315",NA,NA
"316",78.2137365,12.5186113
"317",151.206173,-33.864859
"318",78.486671,17.385044
"319",78.96288,20.593684
"320",NA,NA
"321",NA,NA
"322",78.96288,20.593684
"323",123.3054467,9.3068402
"324",79.861243,6.9270786
"325",NA,NA
"326",NA,NA
"327",NA,NA
"328",78.6568942,11.1271225
"329",NA,NA
"330",-122.3320708,47.6062095
"331",NA,NA
"332",NA,NA
"333",-118.2436849,34.0522342
"334",NA,NA
"335",-92.9649361,44.9630216
"336",78.2137365,12.5186113
"337",78.168823,9.9307892
"338",27.8545867,-33.0291582
"339",27.8545867,-33.0291582
"340",NA,NA
"341",NA,NA
"342",79.8945297,17.9281222
"343",78.6568942,11.1271225
"344",-118.4396756,34.1825782
"345",NA,NA
"346",-96.0161308,41.238437
"347",NA,NA
"348",-118.3286614,34.0928092
"349",-118.3286614,34.0928092
"350",NA,NA
"351",-66.58973,6.42375
"352",NA,NA
"353",80.2707184,13.0826802
"354",NA,NA
"355",NA,NA
"356",NA,NA
"357",80.1901219,12.9753604
"358",NA,NA
"359",NA,NA
"360",-73.567256,45.5016889
"361",NA,NA
"362",-97.3307658,32.7554883
"363",NA,NA
"364",NA,NA
"365",-84.3879824,33.7489954
"366",NA,NA
"367",-95.7150582,37.0901287
"368",-92.186872,34.82909
"369",74.123996,15.2993265
"370",NA,NA
"371",NA,NA
"372",NA,NA
"373",NA,NA
"374",-95.712891,37.09024
"375",-74.0059728,40.7127753
"376",-119.4179324,36.778261
"377",-0.1277583,51.5073509
"378",-95.3698028,29.7604267
"379",-74.0059728,40.7127753
"380",23.3218675,42.6977082
"381",28.2292712,-25.7478676
"382",-74.2179326,43.2994285
"383",17.7720353,49.2162296
"384",NA,NA
"385",78.1361409,12.1065271
"386",NA,NA
"387",NA,NA
"388",3.0175712,39.6952629
"389",-118.2436849,34.0522342
"390",NA,NA
"391",78.7801544,10.0731315
"392",NA,NA
"393",28.824722,41.0456474
"394",55.2707828,25.2048493
"395",-84.3640829,33.7589188
"396",-97.7430608,30.267153
"397",-95.7039943,37.4012534
"398",151.206173,-33.864859
"399",-43.1728965,-22.9068467
"400",80.771797,7.873054
"401",NA,NA
"402",-118.4694832,33.9850469
"403",-149.9002778,61.2180556
"404",NA,NA
"405",NA,NA
"406",78.1361409,12.1065271
"407",NA,NA
"408",NA,NA
"409",NA,NA
"410",78.6568942,11.1271225
"411",-3.7034155,40.444869
"412",80.2707184,13.0826802
"413",3.876716,43.610769
"414",-74.0776417,40.7281575
"415",-0.1277583,51.5073509
"416",-61.024174,14.641528
"417",79.861243,6.9270786
"418",80.2707184,13.0826802
"419",80.2707184,13.0826802
"420",NA,NA
"421",78.7046725,10.7904833
"422",77.5275463,9.4653377
"423",-2.70309,53.763201
"424",77.5945627,12.9715987
"425",NA,NA
"426",80.2707184,13.0826802
"427",NA,NA
"428",NA,NA
"429",80.2707184,13.0826802
"430",NA,NA
"431",NA,NA
"432",151.206173,-33.864859
"433",-74.0059728,40.7127753
"434",-73.9357965,40.8420552
"435",80.1901219,12.9753604
"436",NA,NA
"437",NA,NA
"438",80.771797,7.873054
"439",80.771797,7.873054
"440",NA,NA
"441",NA,NA
"442",NA,NA
"443",78.1460142,11.664325
"444",-81.5157535,27.6648274
"445",76.9558321,11.0168445
"446",27.8545867,-33.0291582
"447",NA,NA
"448",NA,NA
"449",78.1197754,9.9252007
"450",78.6568942,11.1271225
"451",80.2707184,13.0826802
"452",79.6499506,12.2368843
"453",NA,NA
"454",78.0766036,10.9600778
"455",80.2707184,13.0826802
"456",77.3410656,11.1085242
"457",80.2707184,13.0826802
"458",NA,NA
"459",78.6568942,11.1271225
"460",77.7566523,8.7139126
"461",76.9558321,11.0168445
"462",NA,NA
"463",78.486671,17.385044
"464",NA,NA
"465",78.6568942,11.1271225
"466",NA,NA
"467",79.3140301,10.4252814
"468",79.7036402,12.8341735
"469",80.2707184,13.0826802
"470",78.1460142,11.664325
"471",NA,NA
"472",73.712479,24.585445
"473",NA,NA
"474",78.96288,20.593684
"475",78.7046725,10.7904833
"476",72.8776559,19.0759837
"477",79.9864071,23.181467
"478",NA,NA
"479",-0.1844671,38.968032
"480",NA,NA
"481",78.96288,20.593684
"482",NA,NA
"483",78.96288,20.593684
"484",80.771797,7.873054
"485",-84.344964,39.1806172
"486",80.2707184,13.0826802
"487",77.5609843,11.0053238
"488",NA,NA
"489",NA,NA
"490",79.7036402,12.8341735
"491",NA,NA
"492",76.9558321,11.0168445
"493",NA,NA
"494",78.1489239,9.9267969
"495",NA,NA
"496",NA,NA
"497",79.8324755,11.351351
"498",NA,NA
"499",151.206173,-33.864859
"500",105.318756,61.52401
"501",-118.2436849,34.0522342
"502",78.1792434,11.442882
"503",79.1324986,12.9165167
"504",76.9558321,11.0168445
"505",77.2514456,10.5845698
"506",76.2710833,10.8505159
"507",NA,NA
"508",78.8334566,9.370589
"509",NA,NA
"510",NA,NA
"511",80.2707184,13.0826802
"512",78.6568942,11.1271225
"513",78.7046725,10.7904833
"514",NA,NA
"515",80.2707184,13.0826802
"516",78.1197754,9.9252007
"517",78.6568942,11.1271225
"518",78.96288,20.593684
"519",78.1677236,11.2194391
"520",78.7046725,10.7904833
"521",-97.038568,37.058478
"522",79.6694186,12.2184353
"523",-75.977985,36.8529263
"524",NA,NA
"525",80.2707184,13.0826802
"526",NA,NA
"527",76.9558321,11.0168445
"528",NA,NA
"529",31.1655799,48.379433
"530",77.7566523,8.7139126
"531",72.8776559,19.0759837
"532",78.7046725,10.7904833
"533",79.4191795,13.6287557
"534",80.1929013,13.3378301
"535",76.9558321,11.0168445
"536",80.946166,26.8466937
"537",NA,NA
"538",78.6568942,11.1271225
"539",77.4701972,9.9329832
"540",78.1460142,11.664325
"541",80.2707184,13.0826802
"542",-95.2621553,29.9988312
"543",-122.3320708,47.6062095
"544",79.6369974,10.7713187
"545",78.1197754,9.9252007
"546",78.1460142,11.664325
"547",77.5945627,12.9715987
"548",-119.4179324,36.778261
"549",78.1197754,9.9252007
"550",80.2707184,13.0826802
"551",79.0786281,11.1400585
"552",NA,NA
"553",78.1460142,11.664325
"554",78.2710336,12.9585136
"555",NA,NA
"556",NA,NA
"557",-97.5164276,35.4675602
"558",-74.0059728,40.7127753
"559",-73.9441579,40.6781784
"560",-120.6971053,35.3227081
"561",95.955974,21.916221
"562",78.6568942,11.1271225
"563",NA,NA
"564",NA,NA
"565",NA,NA
"566",NA,NA
"567",-63.616672,-38.416097
"568",31.2088526,30.0130557
"569",27.8663075,-26.3335179
"570",NA,NA
"571",77.8252923,12.7409127
"572",80.771797,7.873054
"573",79.3881132,10.9616945
"574",-81.655651,30.3321838
"575",-95.987239,36.156467
"576",77.4768115,10.0103658
"577",-81.2452768,42.9849233
"578",-81.2452768,42.9849233
"579",NA,NA
"580",-3.7061362,40.4509503
